continent,dw_region,region,income,iso3,country,city,year,pm10.mean,pm10.coverage,pm10.converted,pm25.mean,pm25.coverage,pm25.converted,stations,reference,db.version,status
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Alesund,2016,14,>75%,Measured,7,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Aslia,2016,7,>75%,Measured,4,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Baerum,2014,14,>75%,Measured,9,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Bergen,2016,15,>75%,Measured,8,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Drammen,2016,24,>75%,Measured,12,NA,Converted,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Fredrikstad,2016,14,>75%,Measured,7,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Gjovik,2016,16,>75%,Measured,6,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Hamar,2016,16,>75%,Measured,7,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Kristiansand,2016,16,>75%,Measured,8,NA,Converted,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Lillehammer,2016,18,>75%,Measured,7,>75%,Measured,"1 Suburban-Background, 1 Suburban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Lillestrom,2016,12,>75%,Measured,8,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Loddefjord,2016,11,>75%,Measured,5,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Mo I Rana,2013,21,NA,Measured,10,NA,Converted,"1 station, industrial, suburban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Mo i Rana,2016,22,>75%,Measured,11,NA,Converted,1 Suburban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Moss,2016,14,>75%,Measured,10,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Narvik,2016,19,>75%,Measured,5,>75%,Measured,1 Urban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Oslo,2016,18,>75%,Measured,9,>75%,Measured,"3 Suburban-Traffic, 2 Urban-Background, 3 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Sarpsborg,2016,14,>75%,Measured,10,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Skien,2016,20,>75%,Measured,8,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Stabekk,2016,18,>75%,Measured,10,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Stavanger,2016,16,>75%,Measured,8,>75%,Measured,"3 Suburban-Background, 2 Suburban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Tiller,2015,16,>75%,Measured,7,>75%,Measured,1 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Tromso,2016,20,>75%,Measured,7,>75%,Measured,2 Suburban-Traffic,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Western and Southern Europe,Europe,HIC,NOR,Norway,Trondheim,2016,12,>75%,Measured,6,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Alexandra,2012,22,NA,Measured,11,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Ashburton,2012,21,NA,Measured,10,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Auckland,2012,14,NA,Measured,6,NA,Measured,13 stations,Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Blenheim,2012,18,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Christchurch,2012,21,NA,Measured,10,NA,Measured,"2 stations, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Dunedin,2012,18,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Geraldine,2012,20,NA,Measured,10,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Gore,2012,22,NA,Measured,11,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Hamilton,2012,13,NA,Measured,7,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Hastings,2012,15,NA,Measured,7,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Hawkes Bay,2012,18,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Invercargill,2012,24,NA,Measured,12,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Kaiapoi,2012,18,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Lower Hutt,2012,10,NA,Measured,5,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Masterton,2012,14,NA,Measured,12,NA,Measured,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Matamata,2012,12,NA,Measured,6,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Napier,2012,14,NA,Measured,7,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Nelson Airshed A,2012,19,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Nelson Airshed B,2012,20,NA,Measured,10,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Ngaruawahia,2012,13,NA,Measured,6,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Porirua,2012,12,NA,Measured,6,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Putaruru,2012,12,NA,Measured,6,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Rangiora,2012,17,NA,Measured,8,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Richmond,2012,20,NA,Measured,10,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Rotorua,2012,18,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Taihape,2012,14,NA,Measured,7,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Taumarunui,2012,17,NA,Measured,8,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Taupo,2012,13,NA,Measured,6,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Tauranga,2012,12,NA,Measured,6,NA,Converted,"2 stations, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Te Anau,2012,6,NA,Measured,3,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Te Kuiti,2012,16,NA,Measured,8,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Timaru,2012,28,NA,Measured,15,NA,Measured,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Tokoroa,2012,17,NA,Measured,8,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Turangi,2012,10,NA,Measured,5,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Upper Hutt,2012,10,NA,Measured,5,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Waimate,2012,18,NA,Measured,9,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Wainuiomata,2012,10,NA,Measured,5,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Washdyke,2012,16,NA,Measured,8,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Wellington,2012,13,NA,Measured,6,NA,Converted,"1 station, NA",Air quality domain report,2016,
Oceania,Oceania,Western Pacific,HIC,NZL,New Zealand,Whangarei,2012,15,NA,Measured,7,NA,Converted,"1 station, NA",Air quality domain report,2016,
Asia,Middle East,Eastern Mediterranean,HIC,OMN,Oman,Muscat,2009,82,NA,Measured,35,NA,Converted,"4 stations in 1 city: 1 commercial, 2 industrial, 1 unknown",Ministry of Environment and Climate Change,2016,
Asia,Asia,Eastern Mediterranean,LMIC,PAK,Pakistan,Faisalabad,2013,148,>75%,Measured,36,>75%,Measured,6 N.A.,"Niaz Y. et al, (2016), Pak. J. Agri. Sci., Vol. 53(1), 97-106; DOI: 10.21162/PAKJAS/16.3623",2018,
Asia,Asia,Eastern Mediterranean,LMIC,PAK,Pakistan,Lahore,2010,198,NA,Measured,68,NA,Measured,"1 station, 1 station: residential","Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944",2016,
Asia,Asia,Eastern Mediterranean,LMIC,PAK,Pakistan,Peshawar,2010,540,NA,Measured,111,NA,Measured,"1 station, 1 station: N/A","Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944",2016,
Asia,Asia,Eastern Mediterranean,LMIC,PAK,Pakistan,Rawalpindi,2010,448,NA,Measured,107,NA,Measured,"1 station, 1 station: residential","Alam K, et al. Aerosol size distribution and mass concentration measurements in various cities of Pakistan, J. Environ. Monit., 2011, 13, 1944",2016,
Americas,Americas,Americas,LMIC,PAN,Panama,Panama,2013,31,NA,Measured,14,NA,Measured,"2 stations, NA","Urriola et al. (2014), Revista Panamena de Salud Publica, Occupacional y Ambiental. Vol2 no3/Dec 2014; Primary source : Laboratorio de Calidad del Aire de la Universidad de Panama (UP), Secundary source : La Estrella",2016,
Americas,Americas,Americas,LMIC,PER,Peru,Ate,2016,112,>75%,Measured,55,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Americas,Americas,Americas,LMIC,PER,Peru,Carabayllo,2016,89,50% -< 75%,Measured,44,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Americas,Americas,Americas,LMIC,PER,Peru,Huachipa,2016,97,50% -< 75%,Measured,48,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Americas,Americas,Americas,LMIC,PER,Peru,Lima,2016,58,>75%,Measured,39,50% -< 75%,Measured,"3 N.A., 1 Urban","AirNow DOS, Ministerio de Salud (MINSA) - Direccion General de Salud Ambiental (DIGESA)",2018,
Americas,Americas,Americas,LMIC,PER,Peru,Puente Piedra,2016,126,>75%,Measured,62,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Americas,Americas,Americas,LMIC,PER,Peru,San Borja,2016,57,>75%,Measured,28,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Americas,Americas,Americas,LMIC,PER,Peru,San Juan De Lurigancho,2016,97,50% -< 75%,Measured,48,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Americas,Americas,Americas,LMIC,PER,Peru,Santa Anita,2016,80,>75%,Measured,40,NA,Converted,1 Not Specified,Instituto National de Estadistica e Informatica,2018,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Baguio City,2013,84,NA,Measured,44,NA,Converted,"1 station, NA","National Air Quality Status Report, 2012-2013",2016,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Cebu,2013,54,NA,Measured,28,NA,Converted,"2 stations, NA","National Air Quality Status Report, 2012-2013",2016,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Daguapan City,2013,51,NA,Measured,27,NA,Converted,"1 station, NA","National Air Quality Status Report, 2012-2013",2016,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Davao City,2013,21,NA,Measured,11,NA,Converted,"1 station, NA","National Air Quality Status Report, 2012-2013",2016,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Manila,2016,118,NA,Measured,29,NA,Measured,1 N.A.,Environmental Management Bureau Department of Environment and Natural Resources,2018,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,San Carlos City,2013,61,NA,Measured,32,NA,Converted,"1 station, NA","National Air Quality Status Report, 2012-2013",2016,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Urdaneta,2013,45,NA,Measured,24,NA,Converted,"1 station, NA","National Air Quality Status Report, 2012-2013",2016,
Asia,Asia,Western Pacific,LMIC,PHL,Philippines,Zamboanga City,2013,48,NA,Measured,26,NA,Converted,"2 stations, NA","National Air Quality Status Report, 2012-2013",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Belsk Duzy,2013,32,NA,Measured,23,NA,Converted,"1 station, background, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Biala Podlaska,2015,34,>75%,Measured,26,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Bialystok,2016,22,>75%,Measured,18,>75%,Measured,4 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Bielsko Biala,2013,41,NA,Measured,34,NA,Measured,"1 station, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Bielsko-Biala,2016,36,>75%,Measured,28,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Bochnia,2016,35,>75%,Measured,29,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Bogatynia,2013,21,>75%,Measured,15,NA,Converted,1 Urban-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Boles_awiecki,2016,20,>75%,Measured,17,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Borowiec,2016,25,>75%,Measured,19,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Brodnica,2015,34,>75%,Measured,25,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Brzeziny,2016,40,>75%,Measured,29,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Busko-Zdroj,2016,27,>75%,Measured,20,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Bydgoszcz,2016,33,>75%,Measured,19,>75%,Measured,"1 Suburban-Background, 1 Urban-Background, 3 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Chelm,2015,35,>75%,Measured,27,>75%,Measured,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Chomiaza Ksieza,2013,27,>75%,Measured,20,NA,Converted,1 Rural-Industrial,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ciechanow,2014,31,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ciechocinek,2016,25,>75%,Measured,19,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Cieszyn,2016,30,>75%,Measured,22,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Czestochowa,2016,34,>75%,Measured,25,>75%,Measured,"3 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Dabrowa Gornicza,2016,38,>75%,Measured,28,NA,Converted,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Debica,2016,33,>75%,Measured,24,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Diabla Gora,2016,16,>75%,Measured,11,>75%,Measured,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Dzialoszyn,2013,26,NA,Measured,19,NA,Converted,"1 station, industrial, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Dzierzoniow,2016,38,>75%,Measured,28,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Elblag,2016,25,>75%,Measured,16,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gajew,2016,28,>75%,Measured,20,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gdansk,2016,20,>75%,Measured,12,>75%,Measured,9 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gdynia,2016,17,>75%,Measured,13,NA,Converted,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gliwice,2016,46,>75%,Measured,32,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Glogow,2016,28,>75%,Measured,21,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Glubczyce,2016,32,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gniezno,2016,31,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Godow,2016,43,>75%,Measured,33,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Goldap,2016,32,>75%,Measured,23,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gorlice,2016,26,>75%,Measured,19,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gorzow Wielkopolski,2016,28,>75%,Measured,18,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Gorzow Wlkp.,2013,26,NA,Measured,16,NA,Measured,"2 stations, background, urban","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Granica,2016,23,>75%,Measured,17,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Grudziadz,2016,36,>75%,Measured,26,>75%,Measured,"1 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Hajnowka,2016,27,>75%,Measured,22,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Ilawa,2016,26,>75%,Measured,19,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Inowroclaw,2016,26,>75%,Measured,19,NA,Converted,"2 Suburban-Background, 1 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Jaroslaw,2016,35,>75%,Measured,26,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Jaslo,2016,27,>75%,Measured,22,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Jasna Gora,2013,16,NA,Measured,12,NA,Converted,"1 station, industrial, rural","European Environment Agency, Air quality e-reporting database",2016,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Jelenia Gora,2016,30,>75%,Measured,22,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Jeleniogorski,2016,18,>75%,Measured,14,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Kalisz,2016,33,>75%,Measured,27,>75%,Measured,2 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Katowice,2016,41,>75%,Measured,30,>75%,Measured,"4 Urban-Background, 1 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Kedzierzyn-Kozle,2016,32,>75%,Measured,27,>75%,Measured,3 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Kielce,2016,32,>75%,Measured,22,>75%,Measured,"1 Suburban-Background, 3 Urban-Background",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Klodzko,2016,36,>75%,Measured,26,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Kluczbork,2016,32,>75%,Measured,20,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Knurow,2016,42,>75%,Measured,31,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Koniczynka,2016,26,>75%,Measured,19,NA,Converted,1 Rural-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Konin,2016,27,>75%,Measured,20,NA,Converted,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Koscierzyna,2016,29,>75%,Measured,20,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Koszalin,2016,22,>75%,Measured,13,>75%,Measured,"1 Urban-Background, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Krakow,2016,42,>75%,Measured,31,>75%,Measured,"8 Urban-Background, 2 Urban-Industrial, 2 Urban-Traffic",The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Krasnik,2015,32,>75%,Measured,24,NA,Converted,1 Suburban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
Europe,Eastern Europe,Europe,HIC,POL,Poland,Krosno,2016,29,>75%,Measured,24,>75%,Measured,1 Urban-Background,The European Environmental Agency (EEA) [downloaded 2018/04/14],2018,
